"","pro","eff","dose"
"394",0.126914832269273,0.181818181818182,1
"395",0.121327574401206,0.0505050505050505,1
"396",0.113412013299417,0.0202020202020202,1
"397",0.119879532112849,0.0606060606060606,1
"398",0.108318442688584,0.0808080808080808,1
"399",0.118899534417487,0.0101010101010101,1
"400",0.107926211819787,0.0101010101010101,1
"401",0.12468472937884,0.0303030303030303,1
"402",0.144748000735648,0.0202020202020202,1
"403",0.101724096478646,0.0707070707070707,1
"404",0.0987078484594327,0.0101010101010101,1
"405",0.098935586785547,0.0404040404040404,1
"406",0.129236162513068,0.0101010101010101,1
"407",0.10991627653916,0.0101010101010101,1
"408",0.0934661344522259,0.0303030303030303,1
"409",0.150822477866608,0.0101010101010101,1
"410",0.108897066212696,0.0101010101010101,1
"411",0.12245851825225,0.0101010101010101,1
"412",0.138562340257416,0.0909090909090909,1
"413",0.145647761889475,0.101010101010101,1
"414",0.12397741127962,0.252525252525253,1
"415",0.109868138015136,0.272727272727273,1
"416",0.0933391178102706,0.242424242424242,1
"417",0.120077089416216,0.0404040404040404,1
"418",0.136740347283758,0.131313131313131,1
"419",0.103510966789705,0.0404040404040404,1
"420",0.106630247159338,0.101010101010101,1
"421",0.11056704672601,0.111111111111111,1
"422",0.116004547331809,0.383838383838384,1
"423",0.142114743167679,0.0101010101010101,1
"424",0.103437061167973,0.0606060606060606,1
"425",0.141991313694049,0.0101010101010101,1
"426",0.132485647037293,0.181818181818182,1
"427",0.10477232161063,0.0707070707070707,1
"428",0.124459148937592,0.0707070707070707,1
"429",0.0889685862820005,0.0101010101010101,1
"430",0.1148950863477,0.0101010101010101,1
"431",0.124813749075366,0.212121212121212,1
"432",0.13373293488746,0.0101010101010101,1
"433",0.138812560358978,0.0303030303030303,1
"434",0.13255717315021,0.222222222222222,1
"435",0.13651824405148,0.0101010101010101,1
"436",0.105344615232272,0.0404040404040404,1
"437",0.0985670606464641,0.343434343434343,1
"438",0.162873872615324,0.0808080808080808,1
"439",0.138188274493116,0.0606060606060606,1
"440",0.0852292778136372,0.0505050505050505,1
"441",0.0878746699892627,0.0303030303030303,1
"442",0.0941773162165302,0.0909090909090909,1
"443",0.117111632564803,0.262626262626263,1
"444",0.138987128269715,0.0101010101010101,1
"445",0.123157070054894,0.121212121212121,1
"446",0.108148347303716,0.0202020202020202,1
"447",0.0955698220063214,0.0909090909090909,1
"448",0.13177342301622,0.242424242424242,1
"449",0.12108086671815,0.0404040404040404,1
"450",0.104812052080086,0.0505050505050505,1
"451",0.104998444645687,0.282828282828283,1
"452",0.149472641571003,0.0202020202020202,1
"453",0.14147362945228,0.101010101010101,1
"454",0.116664876757375,0.0404040404040404,1
"455",0.141869253972368,0.0606060606060606,1
